"No.","Time","Source","Destination","Protocol","Length","Info","Source port","Destination port"
"505","17.980449","192.168.100.103","192.168.100.101","TCP","60","44276  >  5004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","5004"
"506","17.980645","192.168.100.103","192.168.100.101","TCP","60","44276  >  2393 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2393"
"507","17.980652","192.168.100.103","192.168.100.101","TCP","60","44276  >  7100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","7100"
"508","17.980864","192.168.100.103","192.168.100.101","TCP","60","44276  >  1023 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1023"
"509","17.980871","192.168.100.103","192.168.100.101","TCP","60","44276  >  1700 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1700"
"510","17.981040","192.168.100.103","192.168.100.101","TCP","60","44276  >  5120 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","5120"
"511","17.981046","192.168.100.103","192.168.100.101","TCP","60","44276  >  2809 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2809"
"512","18.000014","114.13.248.112","1.96.186.242","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"513","18.039976","20.136.201.25","1.96.245.7","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"514","18.071916","192.168.100.103","192.168.100.101","TCP","60","44277  >  5900 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","5900"
"515","18.071925","192.168.100.103","192.168.100.101","TCP","60","44277  >  443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","443"
"516","18.076250","192.168.100.103","192.168.100.101","TCP","60","44277  >  993 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","993"
"517","18.076256","192.168.100.103","192.168.100.101","TCP","60","44277  >  1723 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1723"
"518","18.076376","192.168.100.103","192.168.100.101","TCP","60","44277  >  110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","110"
"519","18.076494","192.168.100.103","192.168.100.101","TCP","60","44277  >  23 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","23"
"520","18.076610","192.168.100.103","192.168.100.101","TCP","60","44277  >  995 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","995"
"521","18.076728","192.168.100.103","192.168.100.101","TCP","60","44277  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","8080"
"522","18.076846","192.168.100.103","192.168.100.101","TCP","60","44277  >  113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","113"
"523","18.079990","109.147.8.86","1.101.91.158","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"524","18.080187","192.168.100.103","192.168.100.101","TCP","60","44277  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","21"
"525","18.080192","192.168.100.103","192.168.100.101","TCP","60","44277  >  1720 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1720"
"526","18.083049","192.168.100.103","192.168.100.101","TCP","60","44277  >  2809 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","2809"
"527","18.083055","192.168.100.103","192.168.100.101","TCP","60","44277  >  5120 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","5120"
"528","18.083245","192.168.100.103","192.168.100.101","TCP","60","44277  >  1700 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1700"
"529","18.083403","192.168.100.103","192.168.100.101","TCP","60","44277  >  1023 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1023"
"530","18.083408","192.168.100.103","192.168.100.101","TCP","60","44277  >  7100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","7100"
"531","18.083627","192.168.100.103","192.168.100.101","TCP","60","44277  >  2393 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","2393"
"532","18.083635","192.168.100.103","192.168.100.101","TCP","60","44277  >  5004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","5004"
"533","18.083825","192.168.100.103","192.168.100.101","TCP","60","44277  >  2251 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","2251"
"534","18.084017","192.168.100.103","192.168.100.101","TCP","60","44277  >  500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","500"
"535","18.084173","192.168.100.103","192.168.100.101","TCP","60","44277  >  427 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","427"
"536","18.084178","192.168.100.103","192.168.100.101","TCP","60","44277  >  3801 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","3801"
"537","18.084330","192.168.100.103","192.168.100.101","TCP","60","44277  >  1455 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1455"
"538","18.084526","192.168.100.103","192.168.100.101","TCP","60","44277  >  49152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","49152"
"539","18.084534","192.168.100.103","192.168.100.101","TCP","60","44277  >  2007 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","2007"
"540","18.084712","192.168.100.103","192.168.100.101","TCP","60","44277  >  17 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","17"
"541","18.084852","192.168.100.103","192.168.100.101","TCP","60","44277  >  4004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","4004"
"542","18.085008","192.168.100.103","192.168.100.101","TCP","60","44277  >  64680 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","64680"
"543","18.085013","192.168.100.103","192.168.100.101","TCP","60","44277  >  80 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","80"
"544","18.085244","192.168.100.103","192.168.100.101","TCP","60","44277  >  25 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","25"
"545","18.085249","192.168.100.103","192.168.100.101","TCP","60","44277  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","3306"
"546","18.120092","35.240.194.251","17.161.114.229","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"547","18.160091","99.57.187.113","1.35.222.222","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"548","18.172833","192.168.100.103","192.168.100.101","TCP","60","44276  >  7999 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","7999"
"549","18.172840","192.168.100.103","192.168.100.101","TCP","60","44276  >  1556 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1556"
"550","18.177327","192.168.100.103","192.168.100.101","TCP","60","44276  >  212 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","212"
"551","18.177335","192.168.100.103","192.168.100.101","TCP","60","44276  >  5989 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","5989"
"552","18.177595","192.168.100.103","192.168.100.101","TCP","60","44276  >  25735 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","25735"
"553","18.177603","192.168.100.103","192.168.100.101","TCP","60","44276  >  1461 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1461"
"554","18.177772","192.168.100.103","192.168.100.101","TCP","60","44276  >  1131 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1131"
"555","18.177798","192.168.100.103","192.168.100.101","TCP","60","44276  >  1600 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1600"
"556","18.177970","192.168.100.103","192.168.100.101","TCP","60","44276  >  9081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","9081"
"557","18.180988","192.168.100.103","192.168.100.101","TCP","60","44276  >  1036 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1036"
"558","18.180994","192.168.100.103","192.168.100.101","TCP","60","44276  >  8649 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","8649"
"559","18.183649","192.168.100.103","192.168.100.101","TCP","60","44276  >  1060 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1060"
"560","18.183656","192.168.100.103","192.168.100.101","TCP","60","44276  >  3052 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","3052"
"561","18.183867","192.168.100.103","192.168.100.101","TCP","60","44276  >  524 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","524"
"562","18.183873","192.168.100.103","192.168.100.101","TCP","60","44276  >  2381 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2381"
"563","18.184014","192.168.100.103","192.168.100.101","TCP","60","44276  >  2557 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2557"
"564","18.184104","192.168.100.103","192.168.100.101","TCP","60","44276  >  1030 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1030"
"565","18.184288","192.168.100.103","192.168.100.101","TCP","60","44276  >  16018 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","16018"
"566","18.184295","192.168.100.103","192.168.100.101","TCP","60","44276  >  49155 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","49155"
"567","18.188143","192.168.100.103","192.168.100.101","TCP","60","44276  >  10004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","10004"
"568","18.188241","192.168.100.103","192.168.100.101","TCP","60","44276  >  7741 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","7741"
"569","18.188391","192.168.100.103","192.168.100.101","TCP","60","44276  >  5631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","5631"
"570","18.188557","192.168.100.103","192.168.100.101","TCP","60","44276  >  20828 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","20828"
"571","18.188562","192.168.100.103","192.168.100.101","TCP","60","44276  >  3527 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","3527"
"572","18.188787","192.168.100.103","192.168.100.101","TCP","60","44276  >  3077 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","3077"
"573","18.188795","192.168.100.103","192.168.100.101","TCP","60","44276  >  9917 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","9917"
"574","18.188988","192.168.100.103","192.168.100.101","TCP","60","44276  >  7004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","7004"
"575","18.188995","192.168.100.103","192.168.100.101","TCP","60","44276  >  1096 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1096"
"576","18.189215","192.168.100.103","192.168.100.101","TCP","60","44276  >  5101 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","5101"
"577","18.189390","192.168.100.103","192.168.100.101","TCP","60","44276  >  912 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","912"
"578","18.189397","192.168.100.103","192.168.100.101","TCP","60","44276  >  19 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","19"
"579","18.200121","116.75.234.48","1.96.167.85","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"580","18.240016","39.198.57.200","1.96.231.181","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"581","18.273031","192.168.100.103","192.168.100.101","TCP","60","44277  >  1556 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1556"
"582","18.273054","192.168.100.103","192.168.100.101","TCP","60","44277  >  7999 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","7999"
"583","18.278136","192.168.100.103","192.168.100.101","TCP","60","44277  >  5989 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","5989"
"584","18.278144","192.168.100.103","192.168.100.101","TCP","60","44277  >  212 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","212"
"585","18.280065","47.63.36.135","1.96.155.53","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"586","18.281177","192.168.100.103","192.168.100.101","TCP","60","44277  >  8649 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","8649"
"587","18.281183","192.168.100.103","192.168.100.101","TCP","60","44277  >  1036 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1036"
"588","18.281445","192.168.100.103","192.168.100.101","TCP","60","44277  >  9081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","9081"
"589","18.281543","192.168.100.103","192.168.100.101","TCP","60","44277  >  1600 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1600"
"590","18.281632","192.168.100.103","192.168.100.101","TCP","60","44277  >  1131 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1131"
"591","18.281723","192.168.100.103","192.168.100.101","TCP","60","44277  >  1461 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1461"
"592","18.281876","192.168.100.103","192.168.100.101","TCP","60","44277  >  25735 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","25735"
"593","18.284820","192.168.100.103","192.168.100.101","TCP","60","44277  >  49155 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","49155"
"594","18.284828","192.168.100.103","192.168.100.101","TCP","60","44277  >  16018 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","16018"
"595","18.285119","192.168.100.103","192.168.100.101","TCP","60","44277  >  1030 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1030"
"596","18.285126","192.168.100.103","192.168.100.101","TCP","60","44277  >  2557 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","2557"
"597","18.285298","192.168.100.103","192.168.100.101","TCP","60","44277  >  2381 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","2381"
"598","18.285303","192.168.100.103","192.168.100.101","TCP","60","44277  >  524 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","524"
"599","18.285476","192.168.100.103","192.168.100.101","TCP","60","44277  >  3052 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","3052"
"600","18.285613","192.168.100.103","192.168.100.101","TCP","60","44277  >  1060 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1060"
"601","18.288665","192.168.100.103","192.168.100.101","TCP","60","44277  >  10004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","10004"
"602","18.290764","192.168.100.103","192.168.100.101","TCP","60","44277  >  19 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","19"
"603","18.290772","192.168.100.103","192.168.100.101","TCP","60","44277  >  912 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","912"
"604","18.290962","192.168.100.103","192.168.100.101","TCP","60","44277  >  5101 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","5101"
"605","18.290969","192.168.100.103","192.168.100.101","TCP","60","44277  >  1096 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1096"
"606","18.291183","192.168.100.103","192.168.100.101","TCP","60","44277  >  7004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","7004"
"607","18.291190","192.168.100.103","192.168.100.101","TCP","60","44277  >  9917 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","9917"
"608","18.291418","192.168.100.103","192.168.100.101","TCP","60","44277  >  3077 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","3077"
"609","18.291426","192.168.100.103","192.168.100.101","TCP","60","44277  >  3527 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","3527"
"610","18.291617","192.168.100.103","192.168.100.101","TCP","60","44277  >  20828 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","20828"
"611","18.291623","192.168.100.103","192.168.100.101","TCP","60","44277  >  5631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","5631"
"612","18.291842","192.168.100.103","192.168.100.101","TCP","60","44277  >  7741 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","7741"
"613","18.319980","119.226.192.68","1.96.166.199","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"614","18.360025","99.57.187.113","1.152.164.182","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"615","18.373412","192.168.100.103","192.168.100.101","TCP","60","44276  >  9500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","9500"
"616","18.373420","192.168.100.103","192.168.100.101","TCP","60","44276  >  311 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","311"
"617","18.379371","192.168.100.103","192.168.100.101","TCP","60","44276  >  1972 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1972"
"618","18.379380","192.168.100.103","192.168.100.101","TCP","60","44276  >  44501 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","44501"
"619","18.382068","192.168.100.103","192.168.100.101","TCP","60","44276  >  765 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","765"
"620","18.382074","192.168.100.103","192.168.100.101","TCP","60","44276  >  8007 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","8007"
"621","18.382256","192.168.100.103","192.168.100.101","TCP","60","44276  >  1113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1113"
"622","18.384802","192.168.100.103","192.168.100.101","TCP","60","44276  >  464 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","464"
"623","18.384810","192.168.100.103","192.168.100.101","TCP","60","44276  >  1839 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1839"
"624","18.384980","192.168.100.103","192.168.100.101","TCP","60","44276  >  61900 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","61900"
"625","18.384986","192.168.100.103","192.168.100.101","TCP","60","44276  >  2366 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2366"
"626","18.387920","192.168.100.103","192.168.100.101","TCP","60","44276  >  3869 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","3869"
"627","18.387927","192.168.100.103","192.168.100.101","TCP","60","44276  >  3880 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","3880"
"628","18.388119","192.168.100.103","192.168.100.101","TCP","60","44276  >  2401 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2401"
"629","18.388261","192.168.100.103","192.168.100.101","TCP","60","44276  >  880 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","880"
"630","18.388404","192.168.100.103","192.168.100.101","TCP","60","44276  >  5080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","5080"
"631","18.388541","192.168.100.103","192.168.100.101","TCP","60","44276  >  6699 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","6699"
"632","18.388678","192.168.100.103","192.168.100.101","TCP","60","44276  >  32777 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","32777"
"633","18.388814","192.168.100.103","192.168.100.101","TCP","60","44276  >  2967 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2967"
"634","18.391797","192.168.100.103","192.168.100.101","TCP","60","44276  >  2005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2005"
"635","18.395103","192.168.100.103","192.168.100.101","TCP","60","44276  >  45100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","45100"
"636","18.395110","192.168.100.103","192.168.100.101","TCP","60","44276  >  1152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1152"
"637","18.395333","192.168.100.103","192.168.100.101","TCP","60","44276  >  38292 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","38292"
"638","18.395600","192.168.100.103","192.168.100.101","TCP","60","44276  >  6667 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","6667"
"639","18.395608","192.168.100.103","192.168.100.101","TCP","60","44276  >  5432 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","5432"
"640","18.395802","192.168.100.103","192.168.100.101","TCP","60","44276  >  593 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","593"
"641","18.395961","192.168.100.103","192.168.100.101","TCP","60","44276  >  1443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1443"
"642","18.396028","192.168.100.103","192.168.100.101","TCP","60","44276  >  2105 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2105"
"643","18.396169","192.168.100.103","192.168.100.101","TCP","60","44276  >  515 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","515"
"644","18.396307","192.168.100.103","192.168.100.101","TCP","60","44276  >  2500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2500"
"645","18.396446","192.168.100.103","192.168.100.101","TCP","60","44276  >  3168 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","3168"
"646","18.399987","183.228.89.31","43.252.224.180","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"647","18.440030","99.158.44.181","1.47.68.166","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"648","18.474093","192.168.100.103","192.168.100.101","TCP","60","44277  >  311 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","311"
"649","18.474098","192.168.100.103","192.168.100.101","TCP","60","44277  >  9500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","9500"
"650","18.479637","192.168.100.103","192.168.100.101","TCP","60","44277  >  44501 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","44501"
"651","18.479641","192.168.100.103","192.168.100.101","TCP","60","44277  >  1972 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1972"
"652","18.480031","119.226.16.38","1.96.166.199","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"653","18.482714","192.168.100.103","192.168.100.101","TCP","60","44277  >  1113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1113"
"654","18.482722","192.168.100.103","192.168.100.101","TCP","60","44277  >  8007 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","8007"
"655","18.482942","192.168.100.103","192.168.100.101","TCP","60","44277  >  765 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","765"
"656","18.485929","192.168.100.103","192.168.100.101","TCP","60","44277  >  2366 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","2366"
"657","18.485933","192.168.100.103","192.168.100.101","TCP","60","44277  >  61900 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","61900"
"658","18.486295","192.168.100.103","192.168.100.101","TCP","60","44277  >  1839 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1839"
"659","18.486302","192.168.100.103","192.168.100.101","TCP","60","44277  >  464 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","464"
"660","18.489572","192.168.100.103","192.168.100.101","TCP","60","44277  >  2967 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","2967"
"661","18.489577","192.168.100.103","192.168.100.101","TCP","60","44277  >  32777 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","32777"
"662","18.489804","192.168.100.103","192.168.100.101","TCP","60","44277  >  6699 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","6699"
"663","18.489896","192.168.100.103","192.168.100.101","TCP","60","44277  >  5080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","5080"
"664","18.489983","192.168.100.103","192.168.100.101","TCP","60","44277  >  880 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","880"
"665","18.490151","192.168.100.103","192.168.100.101","TCP","60","44277  >  2401 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","2401"
"666","18.490156","192.168.100.103","192.168.100.101","TCP","60","44277  >  3880 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","3880"
"667","18.490317","192.168.100.103","192.168.100.101","TCP","60","44277  >  3869 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","3869"
"668","18.493207","192.168.100.103","192.168.100.101","TCP","60","44277  >  2005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","2005"
"669","18.496027","192.168.100.103","192.168.100.101","TCP","60","44277  >  1443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1443"
"670","18.496035","192.168.100.103","192.168.100.101","TCP","60","44277  >  593 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","593"
"671","18.496217","192.168.100.103","192.168.100.101","TCP","60","44277  >  5432 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","5432"
"672","18.496224","192.168.100.103","192.168.100.101","TCP","60","44277  >  6667 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","6667"
"673","18.496429","192.168.100.103","192.168.100.101","TCP","60","44277  >  38292 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","38292"
"674","18.496436","192.168.100.103","192.168.100.101","TCP","60","44277  >  1152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","1152"
"675","18.496597","192.168.100.103","192.168.100.101","TCP","60","44277  >  45100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","45100"
"676","18.499643","192.168.100.103","192.168.100.101","TCP","60","44277  >  3168 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","3168"
"677","18.499665","192.168.100.103","192.168.100.101","TCP","60","44277  >  2500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","2500"
"678","18.499849","192.168.100.103","192.168.100.101","TCP","60","44277  >  515 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","515"
"679","18.499856","192.168.100.103","192.168.100.101","TCP","60","44277  >  2105 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44277","2105"
"680","18.520000","99.57.187.126","1.147.49.219","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"681","18.560014","119.226.16.38","1.96.185.115","IPv4","44","IPv6 hop-by-hop options[Malformed Packet]","",""
"682","18.575187","192.168.100.103","192.168.100.101","TCP","60","44276  >  2111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2111"
"683","18.575195","192.168.100.103","192.168.100.101","TCP","60","44276  >  3325 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","3325"
"684","18.580541","192.168.100.103","192.168.100.101","TCP","60","44276  >  2920 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2920"
"685","18.580549","192.168.100.103","192.168.100.101","TCP","60","44276  >  1311 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1311"
"686","18.584157","192.168.100.103","192.168.100.101","TCP","60","44276  >  2710 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2710"
"687","18.584165","192.168.100.103","192.168.100.101","TCP","60","44276  >  9502 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","9502"
"688","18.584344","192.168.100.103","192.168.100.101","TCP","60","44276  >  1417 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1417"
"689","18.587153","192.168.100.103","192.168.100.101","TCP","60","44276  >  903 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","903"
"690","18.587160","192.168.100.103","192.168.100.101","TCP","60","44276  >  3322 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","3322"
"691","18.587405","192.168.100.103","192.168.100.101","TCP","60","44276  >  2048 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2048"
"692","18.587413","192.168.100.103","192.168.100.101","TCP","60","44276  >  2222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","2222"
"693","18.591110","192.168.100.103","192.168.100.101","TCP","60","44276  >  3920 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","3920"
"694","18.591118","192.168.100.103","192.168.100.101","TCP","60","44276  >  1434 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","1434"
"695","18.591300","192.168.100.103","192.168.100.101","TCP","60","44276  >  777 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","777"
"696","18.591307","192.168.100.103","192.168.100.101","TCP","60","44276  >  7007 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","7007"
"697","18.591540","192.168.100.103","192.168.100.101","TCP","60","44276  >  683 [SYN] Seq=0 Win=1024 Len=0 MSS=1460","44276","683"
